character,line
Simmons,"Yeah. Maybe it's like the fungus ophiocordyceps. It... it possesses and transforms ants into creatures that do its bidding. Maybe the city didn't kill Mack... it's just controlling him. If Mack's alive, there's still hope we can save him."
Hunter,Looking for something?
Morse,Mmm. Mack would hate to see his garage like this.
Hunter,I heard what happened with Mack.
Morse,Then you know it was my fault.
Hunter,That's not the story going around. I heard it wasn't Mack that came out of that hole. You did what had to be done.
Morse,Hmm.
Hunter,You think he's dead.
Morse,"Between whatever infected him and the hundred-foot drop... When this is all over, I'm gonna cry for like a week."
Hunter,"Hey, come here. Mack's one of the best. If he really is gone, then the number of people I trust on this planet just plummeted."
Morse,I didn't know you trusted anyone.
Hunter,Moment of weakness. Let's just say I mistrust some less than others.
Morse,Hmm. It's Diego. Coulson wanted me to set a meeting. You know... could use some backup.
Hunter,I might know a guy. Want me to see if he's available?
Morse,Is he good?
Hunter,"Ah, good enough to know you're keeping a thumb drive from him. I want to trust you, Bob. I really do. So I'm gonna assume that whatever's on that drive has nothing to do with you and me. I'll go get my weapons. Then we can go."
Coulson,You made the right call.
May,The right call would have been to put two of these in Ward's head.
Coulson,Then Hydra would have blown the bus out of the air.
May,"Yeah, but then they wouldn't have Skye or Raina or the map or the location..."
Coulson,"Six members of our team are still alive because of what you did. That needs to count for something. Skye can take care of herself. You've transformed her into an agent who's smart and tough and capable. If there's a chance for her to turn the tables, she'll take it."
Ward,"Checking exits, numbers of men, weapons inventory. I'm impressed. How's your marksmanship?"
Skye,I don't know. Hand me your side arm. Let's find out.
Ward,Cool under pressure. I see May's teaching you control.
Skye,"That's one of our differences. In S.H.I.E.L.D., they train you to control yourself. Hydra wants to control everyone else."
Ward,I'm not loyal to Hydra. My orders were to collect Raina. Bringing you along was my idea.
Skye,"Maybe you don't remember, but we've played this game of “let's kidnap Skye” before, and it didn't end well for you."
Ward,That's not my concern.
Skye,Really? Then what is?
Ward,Keeping my promise.
Ward,I'm sure you two have a lot of catching up to do.
Cal,Look at that. The way you tilt your head. It's just like... Is it nature or nurture? I promised myself... I wouldn't get emotional. Just... I've waited so long for this moment. Let's try again. Hi. I'm Cal. I'm your father. Would you like to sit down? Right. Me neither. Thank you for meeting with me.
Skye,“Thank you for...” Are you serious? I was kidnapped off a plane at gunpoint. That's all you have to say?
Cal,"You're right. Oh, I'm sorry. Let's not lose our heads. I-I-I'm just a little nervous. I hope it's okay to admit that to you. This is a big moment. Father, daughter, family reunion. I wanted it to be perfect. I-I had plans. Those little almond cookies, you know? Flowers, maybe. Not like this. Not here. My God. You are beautiful. Well, I don't know what you know about me."
Skye,"You're a monster, a murderer, a trail of death wherever you go."
Cal,"Those are all true. But you need to understand. My little girl was... You were taken from me, and my world fell apart. It was the worst day of my life, losing you, but I didn't lose you. I wasn't careless. I didn't forget you were stolen from me! I wasn't always like this. I wasn't always a... Oh. You were born in China. Your mother was Chinese. When you were first born, we were so happy. I worked in a clinic. People liked me. I liked myself."
Skye,So what happened? Hey!
Cal,"This is the thing I want to say. I'm sorry I couldn't be there for you, that I couldn't protect you. That I couldn't teach you about the stars... or sing you to sleep. I know I'm a terrible disappointment, but I'm here now. And everything that's about to happen is supposed to happen. I'm gonna take care of you."
Skye,Then get me out of here.
Cal,What? Oh. Maybe I haven't been clear. You're exactly where you're supposed to be. This is your destiny.
Morse,Ooh. Okay. This is bad.
Hunter,What's bad?
Morse,"Oh, Diego's early, and he's wearing a suit."
Hunter,"Uh, yeah, you're gonna have to connect the dots on why that's bad."
Morse,"He's never early, and he never wears a suit."
Hunter,"Oh, well, that clears everything up."
Morse,Hail HYDRA.
Hunter,You think he's selling us out?
Morse,Or selling them out.
Hunter,What? You think it's a signal?
Morse,I think so.
Hunter,"You think or you know? ‘Cause they're coming right towards us. If it's not clear and we're compromised, I need to know..."
Morse,Hmm.
Hunter,"So, it was a signal."
Morse,It's an address here in San Juan. Come on.
Skye,"You can't say that you're sorry or that losing me ruined your life and then kidnap me and say that my destiny is to be locked up with you and team Hydra. It's crazy and it's creepy, and I'm out of here. Tell them to get out of the way."
Cal,"Sorry. Hello. Little misunderstanding. A... as you were. They don't matter. After today, none of them will matter."
Skye,Of course they matter! You work for Whitehall and for HYDRA. They are the bad guys. That makes you a bad guy.
Cal,"No, I don't! I don't work for Whitehall! I could never! I needed him to find you, to put the pieces together. It's not your fault. You asked about your mother, about what happened to her. Your mother was special. I know some people use that word a lot to describe why they love someone. That's not what I mean. Your mother was special because she had a gift. She comes from a line of people who have gifts. You have a gift. It's why I brought you here, so you can receive it. It's your birthright. There's a transformation, a... a change that has to happen."
Skye,Tell me what happened to my mom.
Cal,"She was... There's no easy way to say this. She worked with me at the clinic. My Chinese wasn't very good, so she'd help translate. One day, a group of men came in. They were looking for your mother. We tried to fight. I tried."
Skye,HYDRA?
Cal,"They called themselves S.H.I.E.L.D. They took her... And said she was dangerous. I knew better. Her gift wasn't like that. I left you with people that I trusted. I tracked your mother to Europe. But by the time I caught up with them, it was too late. Whitehall cut her to pieces. He took her organs, her blood. And when he finished butchering her, he dumped what was left in a ditch like she was garbage. I'm s... sorry."
Skye,I've heard that before.
Cal,She used to sing it to you when you were a baby.
Skye,What happened to me?
Man,Dr. Whitehall wants you.
Cal,"I'll make plenty of time to answer all of your questions. But first, now that he's served his purpose, I'm gonna kill the man who destroyed my life. Best day ever."
Simmons,"It's been a frustrating morning considering how little data we have, but Fitz and I believe that if we wear protective Hazmat suits, it shouldn't be able to sense us."
May,"Director Coulson, Agent Triplett, and myself will place the bombs. Fitz and Simmons will run things from up top."
Triplett,Where's your brother been hiding?
Sam Koenig,"Well, all this excitement fried his circuits. His cooling system kicked in. Now he's recharging his batteries."
Triplett,I know what you're doing.
Coulson,"I want you and Billy to immediately return to H.Q. If things go radically south here, I'll need you to implement the theta protocol."
Sam Koenig,Sir...
Coulson,"That's an order, Agent Koenig. Go."
Morse,Hydra's here in a big way some abandoned theater. The Ponce de León.
Coulson,Theater Ponce de León. Why over there? Can you superimpose the alien city over the map?
Sam Koenig,Yeah.
Coulson,They're practically over the chamber.
Sam Koenig,"Yeah, but they can't get to it. We know that. There's a couple-hundred feet of volcanic rock on top of it."
Simmons,S.H.I.E.L.D. has tech that can drill right through it. That means Hydra has it.
Fitz,"Yeah, plasma drill. That would make light work of it."
Coulson,Any evidence of Ward or Skye?
Morse,No. And there's no easy way in. There are at least a dozen Hydra soldiers inside.
Coulson,Sit tight. We'll be there soon. Change of plans. Hydra's trying to shortcut into the chamber. May and I need to help Hunter and Morse stop them.
Raina,Is there a problem?
Whitehall,"Well, well. We're here today in part because of the three of you. You delivered Raina as you promised. And I had my initial doubts about you, young lady, but you are slowly earning my trust. And your knowledge of the Diviner has led us to this... historic moment. For that, I offer my gratitude. I have just one question. How does she fit in?"
Ward,I needed insurance that S.H.I.E.L.D. wouldn't blow us out of the sky.
Whitehall,But you also ordered that the S.H.I.E.L.D. plane shouldn't be shot down. I had to counter that order myself. I have a theory as to why she's here. I'd like you to pick it up.
Skye,You first.
Whitehall,I hope you're as special as your mother.
Whhitehall,I'll confess... I didn't recognize you when you first barged into my office.
Cal,"If my daughter wasn't here, I would tear you and your men to pieces."
Whitehall,"Well, then, I'll add that to the number of reasons that I'm glad she's here. You are the piece of the puzzle that I can't decipher. Why are you really here?"
Raina,"Is it really that hard to see? It's love. Agent Ward believes if he helps Skye fulfill her destiny, she'll see him for who he really is."
Whitehall,"Aww. It's a pity that you won't get to fulfill that destiny, or that after all these years, you won't get your vengeance for what I did to your wife. Secure him. Remain alert around Agent Ward. He's a trained killer, one of the best. I have a feeling that, in time, I can make you comply."
Coulson,"It's not ideal, but assaulting from up here is our best bet. The narrow quarters reduce Hydra's numerical advantage."
Hunter,Sounds perfect. Other than the fact that Hydra's drill will be all the way down in the basement.
Morse,What about the comms?
May,Hydra scans for them.
Coulson,"Two goals... stop the drill, find Skye."
Hunter,Aren't you forgetting a third?
Coulson,What's that?
Morse,Don't die out there. We tend to remind each other not to die.
Coulson,Thought that was implicit.
Morse,He likes to hear it.
Hunter,Who doesn't like to hear it?
Triplett,I still think one of you should wait up here in case something goes wrong.
Simmons,Absolutely not.
Fitz,"Yeah, we already talked about it."
Simmons,"We've got no comms, no flashlight, or GPS. The three of us have a higher probability rate of success if we work together."
Triplett,"Hey, don't get me wrong. I love having the company. All right. Timers are good. We just need to get them to the right spots, insert the detonators, get the hell out."
Simmons,What do we do if Mack's down there?
Triplett,"If he's dead, we'll bring his body back up. If not, it's not Mack. We'll be doing him a favor."
Triplett,"All right, Mack, where the hell did you go?"
Ward,The woman you look like... Agent May? I knew her. How did you end up with her face?
Ward,That's got to be an interesting story. Doesn't it bother you?
Ward,So you're loyal to Hydra.
Ward,There was a guy I used to be loyal to. He went completely insane.
Ward,Happy to comply.
Cal,Did he hurt you?
Whitehall,"Oh, good. You're awake."
Cal,I've waited years for this.
Whitehall,Do you know what your mother's special gift was?
Whitehall,"She didn't age. At least, not like the rest of us. I wonder if that's your gift, as well, or if you're special in another way. Discovery requires experimentation. I killed your wife. And before I kill you, I want you to watch what I do to your daughter. Stay here."
Man,"Yes, sir."
Coulson,Know what we could use?
May,Another 50 men?
Coulson,"I was gonna say a dozen. But I like your idea better. Okay, here we go."
Simmons,"These tunnels are older than the pyramids, yet we may be the first humans to ever set foot in them."
Triplett,I'm much more interested in us being the last.
Simmons,Left at this intersection.
Triplett,Copy that.
Ward,"Hey. Hear that? They're coming for us. I saw how many guys you have on your side. You are sorely outnumbered, my friend. Tell you what. Let me go now. I'll tell them take it easy on you. Maybe cut off an ear, pop an eye."
Man,Shut up.
Ward,"Just trying to be helpful. I'm a lot nicer than he's gonna be. You're welcome. Now, let's get out of here."
Skye,"Yeah, me, too! Come on!"
Cal,It's safer here. And I'm about to do something to Whitehall. I don't want you to see me like that.
Ward,"I don't mind... Seeing. Hell, I'm happy to help."
Cal,No. I get to do this myself.
Skye,What? Hey!
Simmons,"Two down, two to go."
Fitz,What's wrong?
Triplett,This is taking a little longer than I'd hoped.
Simmons,We'll have to move more quickly.
Fitz,We should split up.
Triplett,Bad idea.
Fitz,"No, it's a good idea. We're running out of time. I'm familiar with the explosives. I have a map. I'll see you two at the Garrison."
Simmons,Fitz.
Fitz,"Just trust me on this, Jemma. I'm not afraid. I can do it."
Simmons,Fitz.
Fitz,Yeah. Other direction.
Whitehall,Take a team and sweep this place floor by floor.
Cal,What did you do?!
Coulson,You're welcome?
Cal,"You killed him! He was mine, and you killed him!"
Coulson,I'll do the same to you if you even move. There's no way I'm letting you take Skye into those tunnels to trigger whatever Armageddon you believe in.
Cal,"You had no right to do that, to take that from me!"
Coulson,"I know, in some insane way, you love your daughter, but I will kill you if you take another step. Now, where's the Obelisk?"
Cal,You can't stop this.
Hunter,"Join S.H.I.E.L.D. Travel to exotic, distant lands. Meet exciting, unusual people... and kill them."
Coulson,Ohh! We both want to help your daughter.
Cal,"She doesn't need you. She needs me. I'm her father, not you!"
Ward,I'm sorry your little family reunion didn't go as planned. The least I can do is get you out of here. Sit down while I check the door.
Skye,Never turn your back on the enemy. You taught me that.
Cal,You took everything!
Skye,Stop it! Stop it or I'll shoot! Dad!
Cal,He took something from me.
Skye,"No. He saved you from killing more people. Now, get up and get away from him."
Cal,You have to finish what we started.
Skye,"No, I don't. I'm not going down there. I'm not gonna change or transform or whatever the hell you think is gonna happen."
Cal,Why can't you see it's a good thing?
Skye,"Maybe it's all the dead bodies laying around or the fact that Hydra wants it. I'm gonna make sure the Obelisk never gets down into that city. And you're gonna leave. This is your one chance to walk away, or I will kill you."
Cal,"Okay. I'll go. But I'll be waiting for you. After you change, no one else will understand. They'll be afraid. Change is terrifying. But I'm your father, and I love you. I will always love you, Daisy."
Skye,"I'm so sorry. I couldn't kill him. I couldn't kill him, and I wanted to and I couldn't. I'm so sorry. I'm gonna make it right. I'm gonna find the Obelisk."
Skye,I'm gonna stop the drill. I'm gonna make it right.
Coulson,"No, Skye. Skye, no. Don't go down there."
Ward,You here to finish me off?
Ward,So you're free.
Ward,Help me up. I can get us out of here. Then we'll figure it all out.
May,I'm going to find Coulson.
Skye,"Oh, God, Raina."
Raina,Take me there.
Coulson,Skye must have gone after Raina.
May,"No, you can barely stand, let alone..."
Coulson,"I put her on this path. I have to try to make it right. If we're not back before the bombs go off, get everybody to the bus. Just because Whitehall's dead doesn't mean HYDRA's gonna pack up and go home."
May,Phil.
Coulson,"I'm not saying this is a good plan. But after all the carving and obsessing and searching, I'm pretty damn curious to see what all the fuss is about. Let's go."
Simmons,10 minutes to spare!
Fitz,Yeah. I'd be much more excited if Mack wasn't still down there.
Simmons,I can't think about it. It's too sad. We're out. It's all good.
May,Raina escaped into the tunnels with the Obelisk.
Triplett,I wouldn't lose any sleep. The place is gonna blow in less than...
May,Skye and Coulson went in after her.
Triplett,Damn.
Simmons,No. You can't go down there.
Fitz,"No. No. No, no, no, no, Trip!"
Simmons,"Trip, it's too dangerous!"
Fitz,"Trip, there's not enough... Trip!"
Raina,Is something wrong? End of the line.
Triplett,Okay.
Coulson,Skye!
May,Coulson and Skye have gone down.
Hunter,Why the hell would they do that?
May,We need to clear this place now.
Morse,Copy that.
Skye,"Mack? You scared the hell out of me. What are you doing down here? Mack?! Okay. Okay, come on. Come we got to get out of here. Mack. Mack! I'm gonna come back. Okay?"
Raina,I knew you'd come.
Skye,Somebody has to stop you.
Triplett,"Okay. Come on, Trip. One more to go."
Raina,Your whole life our whole lives have been leading to this moment.
Skye,"Sorry. I don't buy into the whole “this is your destiny” thing. We're taking the Obelisk, and we're leaving. There are too many lives at stake."
Raina,"You've got it all wrong. Whitehall, everyone has got it all wrong. This doesn't destroy. It gives life, new life. We finally get to find out what we become."
Skye,Make it stop.
Raina,I can't. Neither of us can now.
Triplett,"Oh, God."
Raina,"If you want to leave, now's your chance. I got to admit, I'm just the tiniest bit nervous."
Coulson,Skye! Seriously? Again?
Skye,"No, trip! What are you doing here?"
Triplett,Came to get you.
Coulson,"Skye! Skye! Skye, can you hear me?"
Triplett,How do we stop it?
Skye,I don't think we can.
Coulson,Skye! Mack.
Triplett,What's supposed to happen?
Raina,Something beautiful.
Skye,"Oh, God. Oh... oh, God. Tr... trip!"
Triplett,No. No!
Woman,Hello?
Gordon,Are you seeing this? There's someone new. Tell the others I'm on it.
